epoch,train,train_acc,valid,valid_acc
1,2.320660238648169,12.649999558925629,2.499764096736908,11.789999902248383
2,2.2839378400887598,12.37500011920929,2.2745450901985174,14.030000567436218
3,2.176454507103721,14.8499995470047,2.4238646554946883,18.880000710487366
4,2.1626102533888467,16.52500033378601,2.207364982366562,16.680000722408295
5,2.1475734710079766,18.35000067949295,2.012968623638153,23.569999635219574
6,2.0961677308736917,20.100000500679016,2.20901280283928,22.689999639987946
7,2.090540252406934,20.499999821186066,2.0220695269107822,21.119999885559082
8,2.102165735211041,21.60000056028366,2.068429032564164,22.699999809265137
9,2.070327410472007,22.474999725818634,1.9661800467967987,27.250000834465027
10,2.0061507460502823,22.975000739097595,1.9671793746948243,26.87000036239624
11,2.0068435846813606,23.649999499320984,1.8599085354804992,30.18999993801117
12,1.997769168964379,24.924999475479126,1.988883557319641,26.600000262260437
13,1.9641838233247824,25.92499852180481,1.8899263429641724,30.239999294281006
14,1.9825754054388813,26.074999570846558,1.8441317582130432,32.600000500679016
15,1.9085150037571965,28.674998879432678,1.7580609464645385,33.45000147819519
16,1.9088742112278234,29.27500009536743,1.9205120038986205,29.6099990606308
17,1.8880616876314342,29.225000739097595,1.770279973745346,32.40000009536743
18,1.8617538523990143,30.399999022483826,1.7611206436157227,32.53999948501587
19,1.8504310913459088,30.550000071525574,2.0032134342193615,31.060001254081726
20,1.8463844583670284,31.150001287460327,1.7326145696640014,37.00999915599823
21,1.7481890977558245,33.250001072883606,1.9003595042228698,31.99000060558319
22,1.7996853942069115,33.5750013589859,1.709884682893753,39.08999860286713
23,1.7536336826878776,33.62500071525574,1.791775426864624,35.2400004863739
24,1.7567886848327543,34.74999964237213,1.8072690308094024,36.14000082015991
25,1.7357241639249306,36.149999499320984,1.5714489901065827,42.59999990463257
26,1.7214411201528868,36.67500019073486,1.7143021166324615,36.28999888896942
27,1.7288022302378916,37.27500140666962,1.6479750692844393,40.00999927520752
28,1.7114201625883694,39.10000026226044,1.6542037343978881,40.68000018596649
29,1.6274422899942333,40.52500128746033,1.7160080122947692,40.50999879837036
30,1.633989249432933,40.575000643730164,1.583280198574066,43.97999942302704
31,1.6456472331114447,41.89999997615814,1.6327586042881013,41.5800005197525
32,1.637812609608094,43.424999713897705,1.4652700698375702,47.08000123500824
33,1.5644022504706863,43.20000112056732,1.5017978239059449,46.790000796318054
34,1.5124684143148122,44.49999928474426,1.596667240858078,44.24000084400177
35,1.5215586409968695,44.90000009536743,1.733089532852173,41.929998993873596
36,1.4819937616055725,46.32500112056732,1.524160814285278,47.63000011444092
37,1.5268455967340655,46.84999883174896,1.460151365995407,48.14999997615814
38,1.4444685513898687,47.999998927116394,1.3552621471881863,51.85999870300293
39,1.3819146461801988,48.649999499320984,1.6779368758201598,44.290000200271606
40,1.422592099133404,50.92499852180481,1.6542189466953277,46.09000086784363
41,1.4258628942753577,49.17500019073486,1.5910213291645052,47.02000021934509
42,1.3810330606791468,50.49999952316284,1.5158019316196443,49.1100013256073
43,1.3413990826809399,51.02499723434448,1.6661667740345,45.71999907493591
44,1.3594455182832186,52.32499837875366,1.7152439379692077,45.39999961853027
45,1.3496267439228242,52.62500047683716,1.717615453004837,46.75999879837036
46,1.345468898368941,52.47499942779541,1.4794596207141877,51.02999806404114
47,1.287747812112629,54.00000214576721,1.4415095949172976,51.95000171661377
48,1.2546066223915067,55.04999756813049,1.5421779716014863,52.91000008583069
49,1.188841401364114,55.97500205039978,1.2878853845596308,56.33999705314636
50,1.265727573747881,56.02499842643738,1.314873600006103,54.49000000953674
51,1.236255122687527,55.44999837875366,1.2492838907241817,56.51000142097473
52,1.205298903223921,57.70000219345093,1.4542174053192138,54.86999750137329
53,1.1965366636399377,58.02500247955322,1.2856026649475103,57.81000256538391
54,1.2278651712693491,57.875001430511475,1.4171553754806516,53.68000268936157
55,1.1778063996611936,59.27500128746033,1.419366797208786,53.289997577667236
56,1.1971475389537634,59.54999923706055,1.3196273642778396,56.690001487731934
57,1.1630284240178328,59.79999899864197,1.3403280830383302,56.58000111579895
