epoch,train,train_acc,valid,valid_acc
1,2.2685252472433985,12.17299997806549,2.238836524486542,15.34000039100647
2,1.8056668932866127,24.372999370098114,1.9617573773860932,29.240000247955322
3,1.5214910105458728,38.517001271247864,1.4436107516288756,46.219998598098755
4,1.271521868314674,50.24999976158142,1.2143478709459306,56.48999810218811
5,1.0503286763184903,59.51799750328064,1.487121912240982,53.47999930381775
6,0.9035314806810741,66.2280023097992,1.1879406434297557,61.73999905586243
7,0.7962529245785746,71.36899828910828,0.8093386274576188,71.96999788284302
8,0.7027590368413983,74.54000115394592,0.7447069811820984,75.62999725341797
9,0.6452957176721621,76.7769992351532,0.662541292309761,78.03999781608582
10,0.6142814320338473,78.48100066184998,0.9376855480670929,73.47000241279602
11,0.5785390018209522,79.69099879264832,0.58434124648571,80.36999702453613
12,0.5577953760784062,80.77300190925598,0.5531323227286343,81.26000165939331
13,0.5250003584500551,81.70700073242188,0.49320134937763227,83.60000252723694
14,0.49370533713372533,82.73000121116638,0.5314238184690477,82.74999856948853
15,0.47736971720400323,83.19399952888489,0.4945057156682015,83.74999761581421
16,0.472424774713241,83.64800214767456,0.4680905625224113,84.25999879837036
17,0.4614639512018956,84.22399759292603,0.4691688901185989,84.7599983215332
18,0.4357321565463074,84.67900156974792,0.4876529812812802,83.63999724388123
19,0.4230007753151229,85.15700101852417,0.4118533879518509,86.14000082015991
20,0.41636772017791857,85.61199903488159,0.4941822457313538,84.32000279426575
21,0.41124026929903185,85.4610025882721,0.42082883208990096,85.86999773979187
22,0.4039018674422244,85.98099946975708,0.41458903938531877,86.37999892234802
23,0.38963538789012886,86.41700148582458,0.44271110847592354,85.50999760627747
24,0.3828714311029915,86.71600222587585,0.4388036474585533,85.72999835014343
25,0.3722323038721205,86.98499798774719,0.5738785941898821,83.02000164985657
26,0.36870386454448595,87.07799911499023,0.5338118937611578,83.48000049591064
27,0.38165518668417525,87.33299970626831,0.551951544880867,82.2700023651123
28,0.3606031721248583,87.44699954986572,0.42126177430152895,85.57999730110168
29,0.36113144431630756,87.882000207901,0.3639619848132132,88.15000057220459
30,0.35029297839942025,87.7240002155304,0.425700715482235,86.2999975681305
31,0.33958711220022125,87.96200156211853,0.4215565985441208,86.73999905586243
32,0.341113044452214,88.12599778175354,0.3714160418510438,87.91999816894531
33,0.33903183029013023,88.31700086593628,0.3760079573094845,88.15000057220459
34,0.3317044493594745,88.3870005607605,0.4411862975358963,85.93999743461609
35,0.33063310201181934,88.50399851799011,0.36615639388561244,87.98999786376953
36,0.3280824268956721,88.57799768447876,0.3895543672144413,87.81999945640564
37,0.3180672747495202,88.89600038528442,0.42571529403328895,86.44999861717224
38,0.32204690187993745,88.90399932861328,0.38543273717164994,87.69999742507935
