epoch,train,train_acc,valid,valid_acc
1,2.6810662442945854,9.884999692440033,2.30472353219986,9.629999846220016
2,2.303389881374613,10.23000031709671,2.3074027180671686,10.000000149011612
3,2.3025258990974966,10.270000249147415,2.304382123947144,10.530000180006027
4,2.3005579139448242,10.809999704360962,2.3032049775123586,10.409999638795853
5,2.301196915155124,10.91499999165535,2.3021217608451847,10.270000249147415
6,2.301233807753559,11.275000125169754,2.296747007369995,11.169999837875366
7,2.290566502861547,11.935000121593475,2.292076652050019,12.290000170469284
8,2.241744684642623,13.660000264644623,2.1754592990875237,17.38000065088272
9,2.0715619515988126,18.565000593662262,2.100221282243729,18.8400000333786
10,2.0196995987666067,19.62999999523163,1.9754579889774322,20.329999923706055
11,1.9557196541603457,21.494999527931213,1.9297302985191345,23.999999463558197
12,1.918461240689698,24.050000309944153,2.062721343040466,22.419999539852142
13,1.8966398422956228,26.434999704360962,1.8729260444641114,26.62000060081482
14,1.8690996464639953,28.870001435279846,1.8656905329227447,30.2700012922287
15,1.7270212458897953,34.56000089645386,1.806748570203781,34.060001373291016
16,1.6653748620762108,37.7700001001358,1.8176161301136018,34.79999899864197
17,1.5974550507569685,40.13000130653381,1.5742181265354156,42.21000075340271
18,1.591810872539168,42.00499951839447,1.5580442106723786,43.299999833106995
19,1.478574776737842,44.644999504089355,1.4944724678993224,45.78999876976013
20,1.4580792337190642,46.84000015258789,1.5446511244773864,45.1200008392334
21,1.3848288870999328,48.30000102519989,1.5102934467792515,45.93000113964081
22,1.3488641471998948,50.599998235702515,1.4319240427017217,48.48000109195709
23,1.2995605909517591,53.1000018119812,1.3990613687038422,50.620001554489136
24,1.2732990259686527,54.97499704360962,1.4105002939701075,51.08000040054321
25,1.1594806776220357,57.200002670288086,1.1840461772680282,57.85999894142151
26,1.1195516062509079,59.50999855995178,1.2931687080860133,57.56999850273132
27,1.0805165803325518,61.570000648498535,1.4273442971706385,52.42000222206116
28,1.0052654007730284,63.805001974105835,1.2614896750450135,58.13000202178955
29,0.9882171302561884,65.4699981212616,1.1571404504776002,59.700000286102295
30,0.9534279312371031,66.40999913215637,1.0598583358526228,64.96000289916992
31,0.8979561574724738,68.69500279426575,1.0261974531412128,66.33999943733215
32,0.8670609497014176,69.99499797821045,1.1389478856325146,62.699997425079346
