epoch,valid_acc,valid_loss
1,27.540001273155212,2.0037511384487163
2,38.98000121116638,1.6807993268966674
3,47.33999967575073,1.44049400806427
4,51.28999948501587,1.3809277042746542
5,55.7699978351593,1.3129454752802854
6,61.080002784729004,1.1714065439999104
7,63.33000063896179,1.1179065364599228
8,64.24000263214111,1.0796758036315444
9,63.96999955177307,1.1502883380278945
10,62.480002641677856,1.272582259625196
11,68.63999962806702,1.0479165400564667
12,69.30999755859375,0.9234179747104644
13,71.02000117301941,0.9064955438673499
14,69.56999897956848,1.0177898170053965
15,72.18000292778015,0.9125932215899226
16,69.66999769210815,1.0401107824966307
17,74.08999800682068,0.7937929566949606
18,70.16000151634216,0.9429915883392096
19,70.02999782562256,1.0001360529661176
20,65.93000292778015,1.1332464114390315
21,75.06999969482422,0.7769783444702625
22,69.2300021648407,1.1070318162441255
23,72.24000096321106,0.8877434541285038
24,71.24999761581421,0.9667901951074603
25,75.77000260353088,0.7431739805638791
26,73.65999817848206,0.8933642426133153
27,71.25999927520752,0.9367105719447136
28,74.76000189781189,0.8139027852565051
29,69.92999911308289,1.073895891904831
30,74.77999925613403,0.8567790374159813
31,65.45000076293945,1.3934309171512722
32,70.3499972820282,1.096688633635641
33,70.05000114440918,1.1398263690993193
34,73.68000149726868,0.8754495312273503
35,70.169997215271,1.112182719707489
36,71.52000069618225,1.0128347600623966
37,75.6600022315979,0.7806862734258173
38,77.53000259399414,0.6976208497583865
39,71.42999768257141,1.0451166735589499
40,74.02999997138977,0.8883401548862462
41,78.67000102996826,0.6905144594609738
42,69.7700023651123,1.113974467515945
43,74.6399998664856,0.8459104852378369
44,70.26000022888184,1.1525725819170476
45,73.580002784729,0.9455274059064683
46,73.32000136375427,0.9657315027713773
47,74.6999979019165,0.8630407699942586
48,74.73999857902527,0.8351498818397519
49,73.87999892234802,0.9664939702302218
50,76.49000287055969,0.8270124208927156
51,73.83999824523926,0.9659787063300611
52,69.59999799728394,1.234289088509977
53,70.63000202178955,1.1265752471983432
54,75.73000192642212,0.8362405306473374
55,77.93999910354614,0.7313521824032067
56,75.1800000667572,0.9098399844765663
57,74.69000220298767,0.8554751569777728
58,73.42000007629395,1.011525558382273
59,67.0199990272522,1.3468154201842848
60,71.5399980545044,1.1584876687824721
61,75.01999735832214,0.7820641420781612
62,76.09999775886536,0.8168002782016992
63,73.36000204086304,0.8983685623109343
64,66.50000214576721,1.329828473478555
65,73.83999824523926,0.8962149955332286
66,70.38999795913696,1.2169981060922144
67,73.29000234603882,0.9939543375372882
68,68.69000196456909,1.1338511819718402
69,73.47000241279602,1.0103193316608674
70,76.94000005722046,0.8165939547121526
71,68.16999912261963,1.3654106683284044
72,74.12999868392944,0.9427638006210324
73,71.8999981880188,1.0825454090535644
74,67.5100028514862,1.2590381927043208
75,77.10000276565552,0.7347316789627075
