epoch,train,valid
1,2.2978254223328025,2.3041317605972296
2,2.1087050695024985,2.006633323431016
3,1.5345139332698947,1.373312739133835
4,1.1279262519399476,1.450039656162262
5,0.8980537621897379,1.074761701226234
6,0.75975274638641,0.7975325137376785
7,0.6759988528033753,0.699210465550423
8,0.6110834234360741,0.6905454993247989
9,0.5578758435262602,0.6682578697800636
10,0.5343247856699198,0.6368407565355299
11,0.5063040449361383,0.5573917800188064
12,0.48277039966662,0.5670102831721308
13,0.4612633606908911,0.4588238626718521
14,0.4475867733408255,0.4865637627243996
15,0.41896387143497205,0.4892885813117027
16,0.4121486486608866,0.40511368110775947
17,0.4096607464713667,0.4210593211650848
18,0.3884978674343852,0.5900495103001596
19,0.375984132542618,0.4492951974272728
20,0.3802761452093056,0.4153051961958408
21,0.3604052714080933,0.42352707028388975
22,0.3540130811180539,0.4164617961645126
23,0.3437965100516065,0.5156497502326964
24,0.3383600886844109,0.4446839758753777
25,0.33428006400139104,0.3565971221029759
26,0.3335949646321623,0.5368388560414313
27,0.33862422218307753,0.3719529129564762
28,0.31538172020594096,0.4351710246503353
29,0.308650652522922,0.5353748545050621
30,0.3093918847698181,0.3514266396313907
31,0.30229861135122743,0.35809754580259323
32,0.31127163178101996,0.38506457209587097
33,0.2993437916464865,0.46792014747858046
34,0.3017740620144284,0.3953805334866047
35,0.293467227600642,0.4579923430085182
36,0.29214975502145935,0.34479792349040517
37,0.2961879113862207,0.34946979820728286
38,0.2823526880340642,0.42786547377705575
39,0.2777533748223885,0.32058334067463873
40,0.27957920128413893,0.40215408101677896
41,0.2737732621537779,0.3871644835174084
42,0.2878836463561631,0.35210875496268274
43,0.27678313732366355,0.3799163216352463
44,0.2703874178976839,0.34109422579407694
45,0.26586297429004363,0.3589879232645034
46,0.26907872056730575,0.32221666038036356
47,0.275964927858097,0.372771903425455
48,0.26283790886383446,0.31808425165712845
49,0.2606186912081402,0.34575654268264777
50,0.26993500097951234,0.30029611200094253
51,0.2544910201708075,0.4162038479745388
52,0.25017333525358626,0.3670760144293308
53,0.25442489186697276,0.3728918047249317
54,0.2514468367197953,0.3388664732873438
55,0.25141730359233255,0.3250667005777362
56,0.25120219738946775,0.47776703655719754
57,0.2632786291413998,0.3869492442905903
58,0.24712894647438313,0.34634344510734083
59,0.25609864546088684,0.38462868079543105
60,0.24568778038612918,0.29692326337099084
61,0.23963685183157304,0.340311662852764
62,0.24791644118895523,0.32694914549589155
63,0.2529633398654857,0.3905410411953926
64,0.24135491366150255,0.30728275664150717
65,0.23622066776996245,0.35276446387171745
66,0.24907668263403804,0.42127480030059816
67,0.24430996447153028,0.35335992187261583
68,0.23969776103551263,0.44983959689736364
69,0.23491778513064424,0.45120395049452783
70,0.2313175644661628,0.31977347269654266
71,0.2458822064457107,0.348432305008173
72,0.2414343489472328,0.31071411982178687
73,0.24667184182544333,0.4537894956767559
74,0.2435912674962076,0.4173077253997326
75,0.23142501502862892,0.3317963487654926
76,0.23489256023385086,0.30302885890007025
77,0.24167217627606372,0.34645889714360223
78,0.23190565806302485,0.3264212726801635
79,0.22820679513817538,0.3128788203001022
80,0.2320123526520825,0.35648204557597646
81,0.10784873683374889,0.18572032738476996
82,0.09196884712775827,0.17740250188857312
83,0.08381342720567951,0.1818315790034831
84,0.0751775500602977,0.18360434869304296
85,0.07198411772842639,0.1814364479109645
86,0.0668045108084993,0.1873882619291544
87,0.0692897633294765,0.1819926880300045
88,0.059301111451309056,0.18087208922952414
89,0.05946551926003447,0.18529664136469368
90,0.0572421245105182,0.1800057458691299
91,0.05894752464021424,0.1891107863001526
92,0.0504811448034438,0.1905674173682928
93,0.055291479367721795,0.19183787280693643
94,0.049933456472406594,0.19331798401661218
95,0.05274848768406445,0.20266374681144952
96,0.051746078980923385,0.2023813076876104
97,0.05175031224708899,0.20329283766448497
98,0.048836750068470956,0.20200786722823977
99,0.05352390823236054,0.20873626267537473
100,0.04676591414766608,0.20068016681820156
101,0.04540313267177477,0.19990661911666394
102,0.04558576503026899,0.20611705452203752
103,0.045206627290727296,0.20111292179673906
104,0.04325724045173533,0.2012555154878646
105,0.040907617557644375,0.20251775620505214
106,0.04455134625591927,0.20865787982940673
107,0.043957734592968985,0.20688446752727033
108,0.043248162339030505,0.20838147919625044
109,0.04509304162482843,0.20795075121335682
110,0.0435914019508088,0.21330982856452466
111,0.04093879102601844,0.22103850226849317
112,0.041509222050486516,0.21325436007231474
113,0.04027412382993632,0.215841259136796
114,0.04051537963132465,0.2244116008747369
115,0.04270384010513939,0.21683899953961372
116,0.038323385055782,0.21844776969403024
117,0.039631040807980876,0.20998318914324046
118,0.03871457586011968,0.2144767967239022
119,0.038379469052569726,0.22213667398318646
120,0.040727971709327786,0.2221992988139391
121,0.03943990424557168,0.2223065035790205
122,0.03171636984365422,0.20969241365790367
123,0.02902967184415792,0.21109637554734945
124,0.025913079800764793,0.20466734968125821
125,0.027293073224749186,0.20609483011066915
126,0.027518317582684977,0.2084996511787176
127,0.028005140799645157,0.2060385276377201
128,0.025055127737350212,0.2075597570091486
129,0.024825951558090947,0.20563296111300589
130,0.024529002014219606,0.20439193345606327
131,0.02429737982461753,0.2024901257827878
132,0.023013821974746766,0.20523171627894043
133,0.023423666844844624,0.20444693287834526
134,0.023557429619676926,0.20312060149386524
135,0.023123167816467866,0.20478683678433296
136,0.02536904756631282,0.2059394541010261
137,0.024361407505380312,0.20444198964163662
138,0.02371101851852698,0.20798620173707605
139,0.020584599505464162,0.2054433286190033
140,0.02397471218831788,0.20431311462074514
141,0.021548733579972765,0.20331495899707078
142,0.022836018742483272,0.20593188341706992
143,0.022612604201717276,0.20548307228833437
144,0.02216855759417351,0.203664926122874
145,0.022671390517499525,0.20744272906333208
146,0.021325625824558932,0.20740532485768198
147,0.022643579815423472,0.20504434447735548
148,0.020987996051909968,0.20386630311608314
149,0.019537702837133884,0.20704348756000396
150,0.022133610257324444,0.20516456970945002
151,0.023040333388323234,0.20740076496265827
152,0.02342025469134146,0.20794241257011892
153,0.021038242764673046,0.20522277308627962
154,0.021830186356450353,0.2086962141096592
155,0.019498726292164436,0.20923154488205908
156,0.02314570682406435,0.20699094831943513
157,0.020915615654855144,0.20619347121566534
158,0.02333020162191051,0.2049968643859029
159,0.02061302443681429,0.20345174077898265
160,0.02009026217532222,0.21321745036169887
161,0.020775632366089085,0.2073239828273654
162,0.02222188057666677,0.20740688567981125
163,0.022553616097260996,0.20923622868955136
