epoch,valid_acc,valid_loss
1,10.480000078678131,2.3032786417007456
2,28.220000863075256,1.873415114879608
3,37.18000054359436,1.688136579990387
4,49.59999918937683,1.4567867451906205
5,51.34999752044678,1.4797053679823875
6,61.05999946594238,1.164127458333969
7,61.51000261306763,1.137752987742424
8,66.69999957084656,1.004387151151896
9,65.35000205039978,1.0869961649179463
10,71.4900016784668,0.8573430944979191
11,71.39000296592712,0.8743239012360573
12,71.74000144004822,0.874272144287825
13,69.84999775886536,0.9832291173934934
14,74.6999979019165,0.7390931792557239
15,71.27000093460083,0.9170961223542692
16,72.69999980926514,0.8984970146417615
17,75.30999779701233,0.7536361405998468
18,72.72999882698059,0.8621463310718537
19,75.1800000667572,0.7914955999702217
20,71.23000025749207,0.9316726690158249
21,65.90999960899353,1.2743102827668193
22,71.4900016784668,0.9390088548511268
23,72.46000170707703,0.9767885871231553
24,74.3399977684021,0.7956492429971695
25,76.52000188827515,0.7542652758210899
26,77.17999815940857,0.705351185053587
27,73.61999750137329,0.8851293594390154
28,74.87000226974487,0.8605540430545804
29,72.54999876022339,0.9686764008551841
30,74.80000257492065,0.851909941509366
31,77.89999842643738,0.6977170524001118
32,75.30999779701233,0.823465053588152
33,75.34000277519226,0.8594027364254003
34,75.87000131607056,0.8144169290363789
35,71.88000082969666,0.9858514416217803
36,73.54000210762024,1.0011440469324588
37,74.01000261306763,0.8976149511337284
38,69.58000063896179,1.2178596174716951
39,70.5299973487854,1.0235942245461052
40,78.10999751091003,0.7175701195001603
41,71.75999879837036,0.9793496269732713
42,75.74999928474426,0.7850530980899929
43,78.06000113487244,0.6881621249020102
44,78.50000262260437,0.7049880589544774
45,74.77999925613403,0.8461828483641147
46,75.06999969482422,0.8007936297357082
47,71.64000272750854,0.9652195739746086
48,77.920001745224,0.6937031488120556
49,71.64999842643738,1.0333610582351689
50,76.88000202178955,0.7590807461738585
51,73.47000241279602,0.936601943671703
52,72.93999791145325,0.9381433521211143
53,72.8600025177002,0.9630098336189984
54,73.43999743461609,0.996614292487502
55,76.94000005722046,0.721305751055479
56,75.02999901771545,0.8582205502316356
57,78.09000015258789,0.7336568106710911
58,74.40999746322632,0.9119730405509471
59,71.99000120162964,1.0129303950071342
60,75.65000057220459,0.8499778616055846
61,76.0200023651123,0.8453423833847046
62,74.37000274658203,0.8785528464615345
63,77.67000198364258,0.7131531274318698
64,72.82000184059143,0.9678003448247908
65,76.92999839782715,0.779950415417552
66,72.43000268936157,1.003382823728025
67,68.83000135421753,1.1715626390837133
68,76.10999941825867,0.848887132704258
69,72.26999998092651,1.0403659017384046
70,72.82999753952026,0.9742728883773091
71,76.13999843597412,0.8421360921859741
72,76.3700008392334,0.7768787653557956
73,72.42000102996826,1.1027117507904765
74,68.48999857902527,1.301927248872816
75,74.19999837875366,0.8736966202408075
76,71.41000032424927,1.0609910090267656
77,75.30999779701233,0.8229562418162822
78,74.51000213623047,0.9097277490794663
79,74.77999925613403,0.8520660011470318
80,74.87000226974487,0.8559055295586586
81,82.41000175476074,0.5922929275780917
82,81.49999976158142,0.6401134958490728
83,82.20999836921692,0.6331146569550038
84,81.23999834060669,0.6858030121028423
85,80.64000010490417,0.735592630058527
86,82.59000182151794,0.6492547047138214
87,81.87999725341797,0.7152240562438965
88,81.1299979686737,0.7460921135544777
89,81.0699999332428,0.7730553440004587
90,81.66999816894531,0.7321236304938793
91,80.94000220298767,0.7956454778462648
92,80.65999746322632,0.80597816221416
93,80.0499975681305,0.8298838897794485
94,81.09999895095825,0.7874131474643946
95,81.18000030517578,0.807657605484128
96,80.62000274658203,0.8347403831779957
97,80.37999868392944,0.8538489656895399
98,80.14000058174133,0.8528248098492622
99,80.80999851226807,0.8455160875618455
100,81.23000264167786,0.8103077392280101
101,79.53000068664551,0.9255488321185109
102,80.83000183105469,0.8638275779783726
103,81.44000172615051,0.7866230475902557
104,80.55999875068665,0.8493192005902528
105,81.38999938964844,0.7981057830154896
106,81.66999816894531,0.792267351001501
107,80.95999956130981,0.8630742155015467
108,81.41999840736389,0.7969214426726104
109,81.77000284194946,0.7892831891030073
110,81.88999891281128,0.7827379275113344
111,79.30999994277954,1.0044842080771923
112,81.48999810218811,0.823455221876502
113,81.62000179290771,0.8209769051894545
114,81.5500020980835,0.8397242347896099
115,81.02999925613403,0.8583843773603439
116,81.85999989509583,0.8040898679196835
117,81.55999779701233,0.8104558078199625
118,80.40000200271606,0.922130559235811
119,80.75000047683716,0.8891012441366911
120,81.40000104904175,0.8026715894043446
121,79.93999719619751,0.9374173554778102
122,81.12000226974487,0.8543938319385052
123,82.03999996185303,0.7959018708020449
124,81.9100022315979,0.7965673513710498
125,81.62999749183655,0.82029013261199
126,81.58000111579895,0.8187942975759506
127,81.16000294685364,0.8582381416857245
128,81.72000050544739,0.8241401869058609
129,81.7799985408783,0.8233073370158672
130,81.47000074386597,0.8361612313985824
131,82.0900022983551,0.794675162732601
132,82.35999941825867,0.777822056338191
133,81.59000277519226,0.8467333190143108
134,81.66999816894531,0.8416346414387228
135,81.74999952316284,0.8374127206206323
136,81.98999762535095,0.8346615343540907
137,82.30000138282776,0.8085243996232748
138,81.84999823570251,0.8321866205334664
139,81.87000155448914,0.8300544956326484
140,82.53999948501587,0.787407795637846
141,81.80999755859375,0.8383568132668732
142,81.51999711990356,0.857719636261463
143,81.99999928474426,0.8393036812543869
144,81.69000148773193,0.8426387192308902
145,82.03999996185303,0.8349229698628187
146,81.69000148773193,0.8610259485989807
147,82.15000033378601,0.8313425642251968
148,81.72000050544739,0.8571996166557072
149,81.25,0.890387032330036
150,81.92999958992004,0.8499779467284676
151,82.27999806404114,0.8371494137495755
152,82.05999732017517,0.8458806969225406
153,81.67999982833862,0.870368683040142
154,81.59000277519226,0.8852725712954995
155,81.5500020980835,0.8781408878415823
156,81.72000050544739,0.8728347335755825
157,81.98999762535095,0.849461830034852
158,82.19000101089478,0.8255775688588619
159,81.62999749183655,0.8768011623620989
160,81.48000240325928,0.892121918797493
161,82.23000168800354,0.8358126817643644
162,82.13000297546387,0.8268052162230015
163,81.67999982833862,0.8679767473042012
