epoch,train,valid
1,3.3445105903611454,1250.8193572998039
2,2.3305967059491226,2.366010055541992
3,2.3003907217338866,2.330522141456604
4,2.2968072879976043,2.306734931468963
5,2.299593703732491,2.3083344578742993
6,2.299476802065026,2.3041084265708927
7,2.2944507734426405,2.3098820996284486
8,2.3002342023508295,2.3072254920005806
9,2.2954565506495417,2.306727941036223
10,2.2944303970289757,2.3027926921844477
11,2.293520558960983,2.3064985132217406
12,2.283013465646622,2.3026037502288816
13,2.3008216618355686,2.301114327907562
14,2.28467623248467,2.302983939647674
15,2.3139437181081703,2.301103718280793
16,2.282597566983054,2.299534888267517
17,2.279445199197601,2.3006530714035036
18,2.2934001686889167,2.3002707719802853
19,2.289617294348492,2.305216491222382
20,2.270321956651441,2.299986255168914
21,2.2885082964880867,2.2984947896003725
22,2.2763449491993355,2.2962952113151553
23,2.2696395364139836,2.298270747661592
24,2.2971427218320177,2.301200978755953
25,2.291528521558792,2.295038905143738
26,2.285401635004008,2.2995632147789014
27,2.2961768776236595,2.304667110443115
28,2.2786777650585726,2.2948416042327904
29,2.2705727035196808,2.3078434562683108
30,2.284922042578681,2.310948112010954
31,2.2810863819880396,2.313178505897522
32,2.2354662207508222,2.250138778686523
33,2.2021638444387386,2.1686353611946108
34,2.2435119927489904,2.139392716884614
35,2.1018905551288154,2.0767035949230213
36,2.1588869573460636,2.0499960660934473
37,2.1343136014705753,2.01584371805191
38,2.0355977094014857,2.0468601715564727
39,2.015246688011364,2.0468789458274843
40,2.045950586505623,2.084378409385682
41,2.019243510905394,1.9794194936752318
42,2.045510253603981,1.9760015738010406
43,1.9975552820999234,1.9763545489311218
44,2.0047853683722416,1.9686765742301942
45,1.9373229418000124,1.9405955862998963
46,2.0201329192863735,1.9363155806064605
47,1.9173478009167542,1.9551087391376496
48,1.8926665360319903,2.0269721007347106
49,2.0230429558840877,1.9138938438892366
50,1.9650964490867713,2.0474347305297846
51,2.009437583306495,1.953553216457367
52,1.8636775453561305,1.9021350157260895
53,1.892791837008683,1.9560710632801055
54,1.8640104468254828,1.9401874768733978
55,1.884655697057381,1.921713455915451
56,1.9389941063667133,1.8691223204135894
57,1.8011731119099323,1.8518105196952819
58,1.8718213897810803,1.9770993447303773
59,1.821379788440476,1.8538354778289794
60,1.7619188516412196,2.088315504789354
61,1.8686815548358515,1.7802696752548217
62,1.77879144641228,1.7650423085689544
63,1.8773851695214565,1.8287202620506287
64,1.7842479309984294,1.775356421470642
65,1.8069871820783365,1.732500635385513
66,1.739430480591384,1.7685550928115847
67,1.7020601951436032,1.8154572451114654
68,1.699413248387893,1.720169787406921
69,1.712202290222353,1.7142773604393005
70,1.6219332153312662,1.6766935157775875
71,1.716063884711759,1.749844024181366
72,1.665825405887896,1.690615278482437
73,1.7262907891267107,2.2126707613468173
74,1.7271424633859744,1.7201356995105743
75,1.691341031064709,1.7327193117141724
76,1.6079464866635143,1.6028873479366306
77,1.7200710481061803,1.6040520203113555
78,1.589527374696433,1.6371022498607635
79,1.6062194396440268,1.6044469320774077
80,1.6830724383183906,1.9468649351596832
81,1.512739138108329,1.5842763042449952
82,1.6148066603567712,1.7954304432868957
83,1.6031503819306847,1.7046912682056428
84,1.6224738499226066,1.672098929882049
85,1.4906327400528259,1.6800802266597747
86,1.5130900785636088,1.7458334803581237
87,1.5125034268438815,2.946473848819732
88,1.5523751654055054,1.6672973227500916
89,1.423557419292439,1.7790887343883515
90,1.3851569799894423,1.6225871193408965
91,1.3990207362249696,1.655154424905777
92,1.4056994559414042,1.6517052733898163
93,1.300421371676816,1.6498190462589262
94,1.3518276159970217,1.7090169417858128
95,1.2953964170022458,1.9740334832668305
96,1.3547607961847323,1.7111314678192138
97,1.476390860533653,1.567397594451904
98,1.2850899885172011,1.6517604005336761
99,1.328303700277106,1.620175426006317
100,1.333144399895284,1.6646961343288422
101,1.3380392198113045,1.7007025825977324
102,1.2449478353625165,1.571772392988205
103,1.22808176039964,1.7330584812164307
104,1.200751553302286,1.5916614639759064
105,1.0884850466040212,1.5759775352478027
106,1.1183936942944406,1.7239434731006622
107,1.1512973152427795,1.6594544744491575
108,1.2019937636829239,2.0902536714076994
109,1.204453254152519,1.7445213222503662
110,1.1680975927274087,1.4456973743438721
111,1.1622931430494507,1.5352864921092981
112,1.012826791907122,1.7190787041187285
113,1.2309253765436217,1.705244117975235
114,1.0253167209361633,1.89314808011055
115,1.1067679237011958,1.508486540317535
116,1.0877433861909935,1.5991294085979464
117,0.9471032996960937,1.6096681451797485
118,1.1248595922067905,1.5417644095420837
119,1.0793656346965887,1.4513183701038361
120,1.0043233750753413,1.5160447788238525
121,1.002203299239713,1.442717981338501
122,0.8805812484196137,1.4207608294487
123,0.8973617140953084,1.493608444929123
124,1.060336784485944,1.4871365463733672
125,0.9407485747536236,1.6256059527397155
126,0.9715594706444675,2.2174177455902098
127,0.9535693905248109,1.5981271433830262
128,1.1293929926075308,1.6153233873844146
129,0.9543520256674836,1.6732812106609345
130,0.8923961844418677,1.5602121484279636
131,0.7073585112131476,1.6759506845474244
132,0.8504711379688918,1.4983209049701691
133,0.9005569273533152,1.8423922896385192
134,0.7571733984157791,1.5502908039093017
135,0.8677366013162401,1.6815884351730346
136,0.896593351491627,2.062778398990632
137,0.7763850325447516,1.6372870373725892
138,0.7190765716906016,1.624781301021576
139,0.8105812164139592,1.6002497041225436
140,0.7443627180670626,1.5185412228107449
141,0.6857677129441458,1.7953372406959534
142,0.7068152907165967,1.7238233244419099
143,0.710304108752699,1.4054300314188004
144,0.758048412622262,1.5863799035549164
145,0.7169255759182026,1.55554059445858
146,0.6516481192571827,1.6465272796154022
147,0.7329039072621382,1.7281807637214661
148,0.6347939873305722,1.4081915915012362
149,0.5783475569275185,1.5630034458637234
150,0.66534138155322,1.805232847929001
151,0.6041350057984983,1.5685496938228607
152,0.63023957497841,1.7646129369735717
153,0.6346570964841721,1.5836400449275971
154,0.58929120037772,1.6025216770172117
155,0.6038024306662427,2.016381332874298
156,0.7113368308186178,1.6146683180332184
157,0.6366673580671682,1.957018324136734
158,0.5713678437117706,1.5235773932933807
159,0.5819776912475931,1.6662494695186616
160,0.6388053267786327,1.8301088440418243
161,0.5695198237974516,1.4277128130197525
162,0.48661919056702535,1.6844149899482728
163,0.5853853833784692,1.5175126636028289
