epoch,train,valid
1,3.2750832350563064,1836.7496411132813
2,2.2888199459938563,2.3285545706748954
3,2.2812635265737637,2.2643613409996037
4,2.221494770857015,2.1942282009124754
5,2.186669121490082,2.246940076351165
6,2.1673073692514326,2.1691166067123415
7,2.13972100037202,2.174303917884826
8,2.1812038112049863,2.141678140163422
9,2.1506663904405516,2.1093604230880745
10,2.075467013781826,2.1552015912532805
11,2.147971144063723,2.0751056098937983
12,2.0573994225220975,2.0536659657955165
13,1.9971659331947686,2.1171214890480035
14,2.0690952667009412,2.0035323584079743
15,2.0685218602064803,1.9820413160324097
16,2.0698325764939565,1.9903041112422943
17,1.9721152657368959,1.9762968552112579
18,2.0329165434661998,2.0357221412658673
19,1.9050307939221092,1.968514848947525
20,1.8559518499054481,2.0074370670318613
21,2.000287675334966,1.92976500749588
22,1.961639512704582,1.9155732440948485
23,1.885422675896762,1.9061211276054382
24,1.817970576422342,1.9405523180961608
25,1.9003295650062093,1.887129204273224
26,1.9428860899400242,1.8938539898395539
27,1.879524097816486,1.8647232711315156
28,1.8823638530466762,1.8386840748786926
29,1.834143059622127,1.838650208711624
30,1.8980036485895964,1.8135184037685395
31,1.8365088525522149,1.8062450647354127
32,1.7311780889224426,1.8005981492996215
33,1.7373468879029081,1.7693264853954316
34,1.8499281649435748,1.7606344294548035
35,1.7184923061436594,1.7393237435817719
36,1.8035349716296643,1.792387980222702
37,1.8842273364862216,1.7513364946842194
38,1.6619851333429596,1.7937473618984223
39,1.6772301681540496,1.7646485924720765
40,1.7771495826392092,1.879696297645569
41,1.682237325200446,1.7557541060447692
42,1.652099349655782,1.8532361793518066
43,1.643938197181883,1.6934004426002502
44,1.5516259884673247,1.6881617569923402
45,1.5473092206926276,1.88188951253891
46,1.6255929533661195,1.7395409917831421
47,1.602501100173671,1.7493687868118293
48,1.6391382800425551,1.7330047225952148
49,1.6479889988239023,1.7457223856449127
50,1.6160130950816551,2.0728751158714283
51,1.6439282359986171,1.7306939828395844
52,1.544136665944221,1.6329943454265592
53,1.4710893479156197,1.7063889694213867
54,1.4340897813943727,1.5977850449085236
55,1.5714509880361045,1.6659852850437165
56,1.5121573947615086,1.6374677991867066
57,1.3250288086623003,1.626329263448715
58,1.5136520895433472,1.7084672236442566
59,1.4290411950275845,1.6770834493637081
60,1.4110592769508812,1.805721673965454
61,1.3607855960886286,1.7028456938266754
62,1.4016832653071727,1.607331200838089
63,1.3585816216911595,1.7436995565891267
64,1.3468747563999188,1.841704522371292
65,1.2258746578331348,1.784777776002884
66,1.351825440335203,1.5462136459350586
67,1.2782150646759902,1.5923013722896575
68,1.35131739277684,1.774783911705017
69,1.3260389018623393,1.667485603094101
70,1.1562519813662875,1.633509438037873
71,1.2293116686073846,1.5617611134052276
72,1.189486074397675,1.537717151641845
73,1.205440518554196,1.7766063904762268
74,1.1907362664063148,1.6825604844093323
75,1.1388281113241618,1.6656195855140685
76,1.0576242688316086,1.6450076723098754
77,1.1082185916187144,1.626986722946167
78,1.2293946412710164,1.6472886192798615
79,1.0195555183666163,1.5627565610408782
80,1.0635360381295365,1.9839309561252592
81,0.9596115489323579,1.7514002871513368
82,0.930600713049203,1.7345945322513583
83,1.1211380827815616,1.6064012634754181
84,0.8964438063633382,1.6982133734226226
85,0.9603005466969321,1.8865866684913635
86,1.0219038740317388,1.6554940724372866
87,0.8441800080605519,1.6434743666648866
88,0.8753236998499827,1.6905195963382722
89,0.8333142854638943,1.5567838680744168
90,0.7687600816501978,1.8398616933822631
91,0.8494074465859385,1.8590544497966766
92,0.8841652243461949,1.9382937347888947
93,0.8092328268207383,1.56701092004776
94,0.820844008323898,1.5980324745178223
95,0.7376836239391169,1.9578553235530853
96,0.7705171058504984,1.6910092794895173
97,0.6740361356786944,1.886540367603302
98,0.8558869355874742,1.8029708909988402
99,0.6655414355362528,1.6380777871608734
100,0.5819145469031599,2.1292728233337406
101,0.6863351238555887,1.708997793197632
102,0.5933611452591924,1.9210947394371032
103,0.5567251250653694,1.8736402988433838
104,0.6093196572304003,1.8195684742927551
105,0.7069361740463075,1.6740919148921967
106,0.5180870023494071,1.9866344511508944
107,0.7139553917960637,1.9430893647670746
108,0.5741192323581427,1.7905857098102569
109,0.5790163366676238,1.7284384393692016
110,0.5344241572319351,2.23502189040184
111,0.4689804892127206,1.9043976283073425
112,0.371361995596642,2.4717897319793707
113,0.472271929267722,1.7678755855560302
114,0.43609224351318004,2.1347838330268867
115,0.43016019202637557,1.9079556548595429
116,0.45154608489694614,2.1041040039062504
117,0.3891335435534483,2.010422492027283
118,0.4422862832364548,2.5318757462501535
119,0.4755407882594385,1.9188216054439544
120,0.510994676207022,2.0429802954196923
121,0.39779231809204046,1.8801723182201386
